2021-07-06 05:26:42 startup archives install
2022-12-14 20:58:26 status half-installed libkrb5support0:amd64 1.17-3+deb10u1
2022-12-14 20:58:26 status unpacked libkrb5support0:amd64 1.17-3+deb10u5
2022-12-14 20:58:26 upgrade libk5crypto3:amd64 1.17-3+deb10u1 1.17-3+deb10u5
2022-12-14 20:58:26 status half-configured libk5crypto3:amd64 1.17-3+deb10u1
2022-12-14 20:58:26 status unpacked libk5crypto3:amd64 1.17-3+deb10u1
2022-12-14 20:58:26 status half-installed libk5crypto3:amd64 1.17-3+deb10u1
2022-12-14 20:58:26 status unpacked libk5crypto3:amd64 1.17-3+deb10u5
2022-12-14 20:58:27 upgrade locales:all 2.28-10 2.28-10+deb10u2
2022-12-14 20:58:27 status half-configured locales:all 2.28-10
2022-12-14 20:58:27 status unpacked locales:all 2.28-10
2022-12-14 20:58:27 status half-installed locales:all 2.28-10
2022-12-14 20:58:41 status unpacked locales:all 2.28-10+deb10u2
2022-12-14 20:58:42 upgrade psmisc:amd64 23.2-1 23.2-1+deb10u1
2022-12-14 20:58:42 status half-configured psmisc:amd64 23.2-1
2022-12-14 20:58:42 status unpacked psmisc:amd64 23.2-1
2022-12-14 20:58:42 status half-installed psmisc:amd64 23.2-1
2022-12-14 20:58:43 status unpacked psmisc:amd64 23.2-1+deb10u1
2022-12-14 20:58:43 startup packages configure
2022-12-14 20:58:43 configure libexpat1:amd64 2.2.6-2+deb10u6 <none>
2022-12-14 20:58:43 status unpacked libexpat1:amd64 2.2.6-2+deb10u6
2022-12-14 20:58:43 status half-configured libexpat1:amd64 2.2.6-2+deb10u6
2022-12-14 20:58:43 status installed libexpat1:amd64 2.2.6-2+deb10u6
2022-12-14 20:58:43 configure libc-l10n:all 2.28-10+deb10u2 <none>
2022-12-14 20:58:43 status unpacked libc-l10n:all 2.28-10+deb10u2
2022-12-14 20:58:43 status half-configured libc-l10n:all 2.28-10+deb10u2
2022-12-14 20:58:44 status installed libc-l10n:all 2.28-10+deb10u2
2022-12-14 20:58:44 configure psmisc:amd64 23.2-1+deb10u1 <none>
2022-12-14 20:58:44 status unpacked psmisc:amd64 23.2-1+deb10u1
2022-12-14 20:58:44 status half-configured psmisc:amd64 23.2-1+deb10u1
2022-12-14 20:58:44 status installed psmisc:amd64 23.2-1+deb10u1
2022-12-14 20:58:44 configure libssl1.1:amd64 1.1.1n-0+deb10u3 <none>
2022-12-14 20:58:44 status unpacked libssl1.1:amd64 1.1.1n-0+deb10u3
2022-12-14 20:58:44 status half-configured libssl1.1:amd64 1.1.1n-0+deb10u3
2022-12-14 20:58:45 status installed libssl1.1:amd64 1.1.1n-0+deb10u3
2022-12-14 20:58:45 configure systemd:amd64 241-7~deb10u8 <none>
2022-12-14 20:58:45 status unpacked systemd:amd64 241-7~deb10u8
2022-12-14 20:58:45 status half-configured systemd:amd64 241-7~deb10u8
2022-12-14 20:58:48 status installed systemd:amd64 241-7~deb10u8
2022-12-14 20:58:48 configure krb5-locales:all 1.17-3+deb10u5 <none>
2022-12-14 20:58:48 status unpacked krb5-locales:all 1.17-3+deb10u5
2022-12-14 20:58:48 status half-configured krb5-locales:all 1.17-3+deb10u5
2022-12-14 20:58:48 status installed krb5-locales:all 1.17-3+deb10u5
2022-12-14 20:58:48 configure locales:all 2.28-10+deb10u2 <none>
2022-12-14 20:58:48 status unpacked locales:all 2.28-10+deb10u2
2022-12-14 20:58:48 status half-configured locales:all 2.28-10+deb10u2
2022-12-14 20:59:14 status installed locales:all 2.28-10+deb10u2
2022-12-14 20:59:14 configure xxd:amd64 2:8.1.0875-5+deb10u4 <none>
2022-12-14 20:59:14 status unpacked xxd:amd64 2:8.1.0875-5+deb10u4
2022-12-14 20:59:14 status half-configured xxd:amd64 2:8.1.0875-5+deb10u4
2022-12-14 20:59:14 status installed xxd:amd64 2:8.1.0875-5+deb10u4
2022-12-14 20:59:14 configure libkrb5support0:amd64 1.17-3+deb10u5 <none>
2022-12-14 20:59:14 status unpacked libkrb5support0:amd64 1.17-3+deb10u5
2022-12-14 20:59:14 status half-configured libkrb5support0:amd64 1.17-3+deb10u5
2022-12-14 20:59:14 status installed libkrb5support0:amd64 1.17-3+deb10u5
2022-12-14 20:59:14 configure tzdata:all 2021a-0+deb10u8 <none>
2022-12-14 20:59:14 status unpacked tzdata:all 2021a-0+deb10u8
2022-12-14 20:59:14 status half-configured tzdata:all 2021a-0+deb10u8
2022-12-14 20:59:15 status installed tzdata:all 2021a-0+deb10u8
2022-12-14 20:59:15 configure vim-common:all 2:8.1.0875-5+deb10u4 <none>
2022-12-14 20:59:15 status unpacked vim-common:all 2:8.1.0875-5+deb10u4
2022-12-14 20:59:15 status half-configured vim-common:all 2:8.1.0875-5+deb10u4
2022-12-14 20:59:15 status installed vim-common:all 2:8.1.0875-5+deb10u4
2022-12-14 20:59:15 configure libncurses6:amd64 6.1+20181013-2+deb10u3 <none>
2022-12-14 20:59:15 status unpacked libncurses6:amd64 6.1+20181013-2+deb10u3
2022-12-14 20:59:15 status half-configured libncurses6:amd64 6.1+20181013-2+deb10u3
2022-12-14 20:59:16 status installed libncurses6:amd64 6.1+20181013-2+deb10u3
2022-12-14 20:59:16 configure libdbus-1-3:amd64 1.12.24-0+deb10u1 <none>
2022-12-14 20:59:16 status unpacked libdbus-1-3:amd64 1.12.24-0+deb10u1
2022-12-14 20:59:16 status half-configured libdbus-1-3:amd64 1.12.24-0+deb10u1
2022-12-14 20:59:16 status installed libdbus-1-3:amd64 1.12.24-0+deb10u1
2022-12-14 20:59:16 configure dbus:amd64 1.12.24-0+deb10u1 <none>
2022-12-14 20:59:16 status unpacked dbus:amd64 1.12.24-0+deb10u1
2022-12-14 20:59:16 status half-configured dbus:amd64 1.12.24-0+deb10u1
2022-12-14 20:59:17 status installed dbus:amd64 1.12.24-0+deb10u1
2022-12-14 20:59:17 configure libk5crypto3:amd64 1.17-3+deb10u5 <none>
2022-12-14 20:59:17 status unpacked libk5crypto3:amd64 1.17-3+deb10u5
2022-12-14 20:59:17 status half-configured libk5crypto3:amd64 1.17-3+deb10u5
2022-12-14 20:59:17 status installed libk5crypto3:amd64 1.17-3+deb10u5
2022-12-14 20:59:17 configure libisc-export1100:amd64 1:9.11.5.P4+dfsg-5.1+deb10u8 <none>
2022-12-14 20:59:17 status unpacked libisc-export1100:amd64 1:9.11.5.P4+dfsg-5.1+deb10u8
2022-12-14 20:59:17 status half-configured libisc-export1100:amd64 1:9.11.5.P4+dfsg-5.1+deb10u8
2022-12-14 20:59:17 status installed libisc-export1100:amd64 1:9.11.5.P4+dfsg-5.1+deb10u8
2022-12-14 20:59:17 configure isc-dhcp-common:amd64 4.4.1-2+deb10u2 <none>
2022-12-14 20:59:17 status unpacked isc-dhcp-common:amd64 4.4.1-2+deb10u2
2022-12-14 20:59:17 status half-configured isc-dhcp-common:amd64 4.4.1-2+deb10u2
2022-12-14 20:59:17 status installed isc-dhcp-common:amd64 4.4.1-2+deb10u2
2022-12-14 20:59:17 configure libkrb5-3:amd64 1.17-3+deb10u5 <none>
2022-12-14 20:59:17 status unpacked libkrb5-3:amd64 1.17-3+deb10u5
2022-12-14 20:59:17 status half-configured libkrb5-3:amd64 1.17-3+deb10u5
2022-12-14 20:59:18 status installed libkrb5-3:amd64 1.17-3+deb10u5
2022-12-14 20:59:18 configure vim-runtime:all 2:8.1.0875-5+deb10u4 <none>
2022-12-14 20:59:18 status unpacked vim-runtime:all 2:8.1.0875-5+deb10u4
2022-12-14 20:59:18 status half-configured vim-runtime:all 2:8.1.0875-5+deb10u4
2022-12-14 20:59:19 status installed vim-runtime:all 2:8.1.0875-5+deb10u4
2022-12-14 20:59:19 configure libdns-export1104:amd64 1:9.11.5.P4+dfsg-5.1+deb10u8 <none>
2022-12-14 20:59:19 status unpacked libdns-export1104:amd64 1:9.11.5.P4+dfsg-5.1+deb10u8
2022-12-14 20:59:19 status half-configured libdns-export1104:amd64 1:9.11.5.P4+dfsg-5.1+deb10u8
2022-12-14 20:59:19 status installed libdns-export1104:amd64 1:9.11.5.P4+dfsg-5.1+deb10u8
2022-12-14 20:59:19 configure systemd-sysv:amd64 241-7~deb10u8 <none>
2022-12-14 20:59:19 status unpacked systemd-sysv:amd64 241-7~deb10u8
2022-12-14 20:59:19 status half-configured systemd-sysv:amd64 241-7~deb10u8
2022-12-14 20:59:19 status installed systemd-sysv:amd64 241-7~deb10u8
2022-12-14 20:59:19 configure vim:amd64 2:8.1.0875-5+deb10u4 <none>
2022-12-14 20:59:19 status unpacked vim:amd64 2:8.1.0875-5+deb10u4
2022-12-14 20:59:19 status half-configured vim:amd64 2:8.1.0875-5+deb10u4
2022-12-14 20:59:20 status installed vim:amd64 2:8.1.0875-5+deb10u4
2022-12-14 20:59:21 configure isc-dhcp-client:amd64 4.4.1-2+deb10u2 <none>
2022-12-14 20:59:21 status unpacked isc-dhcp-client:amd64 4.4.1-2+deb10u2
2022-12-14 20:59:21 status half-configured isc-dhcp-client:amd64 4.4.1-2+deb10u2
2022-12-14 20:59:21 status installed isc-dhcp-client:amd64 4.4.1-2+deb10u2
2022-12-14 20:59:21 configure libnss-systemd:amd64 241-7~deb10u8 <none>
2022-12-14 20:59:21 status unpacked libnss-systemd:amd64 241-7~deb10u8
2022-12-14 20:59:21 status half-configured libnss-systemd:amd64 241-7~deb10u8
2022-12-14 20:59:21 status installed libnss-systemd:amd64 241-7~deb10u8
2022-12-14 20:59:21 configure libgssapi-krb5-2:amd64 1.17-3+deb10u5 <none>
2022-12-14 20:59:21 status unpacked libgssapi-krb5-2:amd64 1.17-3+deb10u5
2022-12-14 20:59:21 status half-configured libgssapi-krb5-2:amd64 1.17-3+deb10u5
2022-12-14 20:59:21 status installed libgssapi-krb5-2:amd64 1.17-3+deb10u5
2022-12-14 20:59:21 configure libpam-systemd:amd64 241-7~deb10u8 <none>
2022-12-14 20:59:21 status unpacked libpam-systemd:amd64 241-7~deb10u8
2022-12-14 20:59:21 status half-configured libpam-systemd:amd64 241-7~deb10u8
2022-12-14 20:59:23 status installed libpam-systemd:amd64 241-7~deb10u8
2022-12-14 20:59:23 trigproc libc-bin:amd64 2.28-10+deb10u2 <none>
2022-12-14 20:59:23 status half-configured libc-bin:amd64 2.28-10+deb10u2
2022-12-14 20:59:23 status installed libc-bin:amd64 2.28-10+deb10u2
2022-12-14 21:04:07 startup archives unpack
2022-12-14 21:04:08 install sudo:amd64 <none> 1.8.27-1+deb10u4
2022-12-14 21:04:08 status half-installed sudo:amd64 1.8.27-1+deb10u4
2022-12-14 21:04:08 status triggers-pending systemd:amd64 241-7~deb10u8
2022-12-14 21:04:09 status unpacked sudo:amd64 1.8.27-1+deb10u4
2022-12-14 21:04:09 startup packages configure
2022-12-14 21:04:09 configure sudo:amd64 1.8.27-1+deb10u4 <none>
2022-12-14 21:04:09 status unpacked sudo:amd64 1.8.27-1+deb10u4
2022-12-14 21:04:10 status half-configured sudo:amd64 1.8.27-1+deb10u4
2022-12-14 21:04:10 status installed sudo:amd64 1.8.27-1+deb10u4
2022-12-14 21:04:10 trigproc systemd:amd64 241-7~deb10u8 <none>
2022-12-14 21:04:10 status half-configured systemd:amd64 241-7~deb10u8
2022-12-14 21:04:10 status installed systemd:amd64 241-7~deb10u8
2022-12-14 21:14:16 startup archives unpack
2022-12-14 21:14:17 install shellinabox:amd64 <none> 2.21
2022-12-14 21:14:17 status half-installed shellinabox:amd64 2.21
2022-12-14 21:14:17 status triggers-pending systemd:amd64 241-7~deb10u8
2022-12-14 21:14:18 status unpacked shellinabox:amd64 2.21
2022-12-14 21:14:20 startup packages configure
2022-12-14 21:14:20 configure shellinabox:amd64 2.21 <none>
2022-12-14 21:14:20 status unpacked shellinabox:amd64 2.21
2022-12-14 21:14:21 status half-configured shellinabox:amd64 2.21
2022-12-14 21:14:24 status installed shellinabox:amd64 2.21
2022-12-14 21:14:25 trigproc systemd:amd64 241-7~deb10u8 <none>
2022-12-14 21:14:25 status half-configured systemd:amd64 241-7~deb10u8
2022-12-14 21:14:25 status installed systemd:amd64 241-7~deb10u8
2022-12-14 22:11:15 startup archives unpack
2022-12-14 22:11:15 install fonts-droid-fallback:all <none> 1:6.0.1r16-1.1
2022-12-14 22:11:15 status half-installed fonts-droid-fallback:all 1:6.0.1r16-1.1
2022-12-14 22:11:19 status unpacked fonts-droid-fallback:all 1:6.0.1r16-1.1
2022-12-14 22:11:20 install libgomp1:amd64 <none> 8.3.0-6
2022-12-14 22:11:20 status triggers-pending libc-bin:amd64 2.28-10+deb10u2
2022-12-14 22:11:20 status half-installed libgomp1:amd64 8.3.0-6
2022-12-14 22:11:20 status unpacked libgomp1:amd64 8.3.0-6
2022-12-14 22:11:21 install libfftw3-double3:amd64 <none> 3.3.8-2
2022-12-14 22:11:21 status half-installed libfftw3-double3:amd64 3.3.8-2
2022-12-14 22:11:21 status unpacked libfftw3-double3:amd64 3.3.8-2
2022-12-14 22:11:22 install libpng16-16:amd64 <none> 1.6.36-6
2022-12-14 22:11:22 status half-installed libpng16-16:amd64 1.6.36-6
2022-12-14 22:11:22 status unpacked libpng16-16:amd64 1.6.36-6
2022-12-14 22:11:22 install libfreetype6:amd64 <none> 2.9.1-3+deb10u3
2022-12-14 22:11:22 status half-installed libfreetype6:amd64 2.9.1-3+deb10u3
2022-12-14 22:11:23 status unpacked libfreetype6:amd64 2.9.1-3+deb10u3
2022-12-14 22:11:23 install sensible-utils:all <none> 0.0.12
2022-12-14 22:11:23 status half-installed sensible-utils:all 0.0.12
2022-12-14 22:11:23 status unpacked sensible-utils:all 0.0.12
2022-12-14 22:11:24 install ucf:all <none> 3.0038+nmu1
2022-12-14 22:11:24 status half-installed ucf:all 3.0038+nmu1
2022-12-14 22:11:24 status unpacked ucf:all 3.0038+nmu1
2022-12-14 22:11:25 install fonts-dejavu-core:all <none> 2.37-1
2022-12-14 22:11:25 status half-installed fonts-dejavu-core:all 2.37-1
2022-12-14 22:11:26 status unpacked fonts-dejavu-core:all 2.37-1
2022-12-14 22:11:26 install fontconfig-config:all <none> 2.13.1-2
2022-12-14 22:11:26 status half-installed fontconfig-config:all 2.13.1-2
2022-12-14 22:11:28 status unpacked fontconfig-config:all 2.13.1-2
2022-12-14 22:11:28 install libfontconfig1:amd64 <none> 2.13.1-2
2022-12-14 22:11:28 status half-installed libfontconfig1:amd64 2.13.1-2
2022-12-14 22:11:30 status unpacked libfontconfig1:amd64 2.13.1-2
2022-12-14 22:11:30 install libde265-0:amd64 <none> 1.0.3-1+b1
2022-12-14 22:11:30 status half-installed libde265-0:amd64 1.0.3-1+b1
2022-12-14 22:11:30 status unpacked libde265-0:amd64 1.0.3-1+b1
2022-12-14 22:11:30 install libnuma1:amd64 <none> 2.0.12-1
2022-12-14 22:11:30 status half-installed libnuma1:amd64 2.0.12-1
2022-12-14 22:11:31 status unpacked libnuma1:amd64 2.0.12-1
2022-12-14 22:11:31 install libx265-165:amd64 <none> 2.9-4
2022-12-14 22:11:31 status half-installed libx265-165:amd64 2.9-4
2022-12-14 22:11:32 status unpacked libx265-165:amd64 2.9-4
2022-12-14 22:11:32 install libheif1:amd64 <none> 1.3.2-2~deb10u1
2022-12-14 22:11:32 status half-installed libheif1:amd64 1.3.2-2~deb10u1
2022-12-14 22:11:33 status unpacked libheif1:amd64 1.3.2-2~deb10u1
2022-12-14 22:11:33 install libjbig0:amd64 <none> 2.1-3.1+b2
2022-12-14 22:11:33 status half-installed libjbig0:amd64 2.1-3.1+b2
2022-12-14 22:11:34 status unpacked libjbig0:amd64 2.1-3.1+b2
2022-12-14 22:11:35 install libjpeg62-turbo:amd64 <none> 1:1.5.2-2+deb10u1
2022-12-14 22:11:35 status half-installed libjpeg62-turbo:amd64 1:1.5.2-2+deb10u1
2022-12-14 22:11:37 status unpacked libjpeg62-turbo:amd64 1:1.5.2-2+deb10u1
2022-12-14 22:11:37 install liblcms2-2:amd64 <none> 2.9-3
2022-12-14 22:11:37 status half-installed liblcms2-2:amd64 2.9-3
2022-12-14 22:11:37 status unpacked liblcms2-2:amd64 2.9-3
2022-12-14 22:11:38 install libglib2.0-0:amd64 <none> 2.58.3-2+deb10u4
2022-12-14 22:11:38 status half-installed libglib2.0-0:amd64 2.58.3-2+deb10u4
2022-12-14 22:11:39 status unpacked libglib2.0-0:amd64 2.58.3-2+deb10u4
2022-12-14 22:11:39 install liblqr-1-0:amd64 <none> 0.4.2-2.1
2022-12-14 22:11:39 status half-installed liblqr-1-0:amd64 0.4.2-2.1
2022-12-14 22:11:39 status unpacked liblqr-1-0:amd64 0.4.2-2.1
2022-12-14 22:11:39 install libltdl7:amd64 <none> 2.4.6-9
2022-12-14 22:11:39 status half-installed libltdl7:amd64 2.4.6-9
2022-12-14 22:11:40 status unpacked libltdl7:amd64 2.4.6-9
2022-12-14 22:11:40 install libopenjp2-7:amd64 <none> 2.3.0-2+deb10u2
2022-12-14 22:11:40 status half-installed libopenjp2-7:amd64 2.3.0-2+deb10u2
2022-12-14 22:11:40 status unpacked libopenjp2-7:amd64 2.3.0-2+deb10u2
2022-12-14 22:11:41 install libwebp6:amd64 <none> 0.6.1-2+deb10u1
2022-12-14 22:11:41 status half-installed libwebp6:amd64 0.6.1-2+deb10u1
2022-12-14 22:11:41 status unpacked libwebp6:amd64 0.6.1-2+deb10u1
2022-12-14 22:11:41 install libtiff5:amd64 <none> 4.1.0+git191117-2~deb10u4
2022-12-14 22:11:41 status half-installed libtiff5:amd64 4.1.0+git191117-2~deb10u4
2022-12-14 22:11:41 status unpacked libtiff5:amd64 4.1.0+git191117-2~deb10u4
2022-12-14 22:11:41 install libwebpmux3:amd64 <none> 0.6.1-2+deb10u1
2022-12-14 22:11:41 status half-installed libwebpmux3:amd64 0.6.1-2+deb10u1
2022-12-14 22:11:42 status unpacked libwebpmux3:amd64 0.6.1-2+deb10u1
2022-12-14 22:11:42 install libicu63:amd64 <none> 63.1-6+deb10u3
2022-12-14 22:11:42 status half-installed libicu63:amd64 63.1-6+deb10u3
2022-12-14 22:11:45 status unpacked libicu63:amd64 63.1-6+deb10u3
2022-12-14 22:11:45 install libxml2:amd64 <none> 2.9.4+dfsg1-7+deb10u5
2022-12-14 22:11:45 status half-installed libxml2:amd64 2.9.4+dfsg1-7+deb10u5
2022-12-14 22:11:46 status unpacked libxml2:amd64 2.9.4+dfsg1-7+deb10u5
2022-12-14 22:11:46 install imagemagick-6-common:all <none> 8:6.9.10.23+dfsg-2.1+deb10u1
2022-12-14 22:11:46 status half-installed imagemagick-6-common:all 8:6.9.10.23+dfsg-2.1+deb10u1
2022-12-14 22:11:46 status unpacked imagemagick-6-common:all 8:6.9.10.23+dfsg-2.1+deb10u1
2022-12-14 22:11:46 install libmagickcore-6.q16-6:amd64 <none> 8:6.9.10.23+dfsg-2.1+deb10u1
2022-12-14 22:11:46 status half-installed libmagickcore-6.q16-6:amd64 8:6.9.10.23+dfsg-2.1+deb10u1
2022-12-14 22:11:52 status unpacked libmagickcore-6.q16-6:amd64 8:6.9.10.23+dfsg-2.1+deb10u1
2022-12-14 22:11:52 install libmagickwand-6.q16-6:amd64 <none> 8:6.9.10.23+dfsg-2.1+deb10u1
2022-12-14 22:11:52 status half-installed libmagickwand-6.q16-6:amd64 8:6.9.10.23+dfsg-2.1+deb10u1
2022-12-14 22:11:52 status unpacked libmagickwand-6.q16-6:amd64 8:6.9.10.23+dfsg-2.1+deb10u1
2022-12-14 22:11:53 install poppler-data:all <none> 0.4.9-2
2022-12-14 22:11:53 status half-installed poppler-data:all 0.4.9-2
2022-12-14 22:11:59 status unpacked poppler-data:all 0.4.9-2
2022-12-14 22:11:59 install libchafa0:amd64 <none> 1.0.1-2+b1
2022-12-14 22:11:59 status half-installed libchafa0:amd64 1.0.1-2+b1
2022-12-14 22:12:00 status unpacked libchafa0:amd64 1.0.1-2+b1
2022-12-14 22:12:01 install chafa:amd64 <none> 1.0.1-2+b1
2022-12-14 22:12:01 status half-installed chafa:amd64 1.0.1-2+b1
2022-12-14 22:12:01 status unpacked chafa:amd64 1.0.1-2+b1
2022-12-14 22:12:01 install fonts-noto-mono:all <none> 20181227-1
2022-12-14 22:12:01 status half-installed fonts-noto-mono:all 20181227-1
2022-12-14 22:12:02 status unpacked fonts-noto-mono:all 20181227-1
2022-12-14 22:12:02 install libgs9-common:all <none> 9.27~dfsg-2+deb10u6
2022-12-14 22:12:02 status half-installed libgs9-common:all 9.27~dfsg-2+deb10u6
2022-12-14 22:12:08 status unpacked libgs9-common:all 9.27~dfsg-2+deb10u6
2022-12-14 22:12:08 install libavahi-common-data:amd64 <none> 0.7-4+deb10u1
2022-12-14 22:12:08 status half-installed libavahi-common-data:amd64 0.7-4+deb10u1
2022-12-14 22:12:11 status unpacked libavahi-common-data:amd64 0.7-4+deb10u1
2022-12-14 22:12:12 install libavahi-common3:amd64 <none> 0.7-4+deb10u1
2022-12-14 22:12:12 status half-installed libavahi-common3:amd64 0.7-4+deb10u1
2022-12-14 22:12:12 status unpacked libavahi-common3:amd64 0.7-4+deb10u1
2022-12-14 22:12:12 install libavahi-client3:amd64 <none> 0.7-4+deb10u1
2022-12-14 22:12:12 status half-installed libavahi-client3:amd64 0.7-4+deb10u1
2022-12-14 22:12:13 status unpacked libavahi-client3:amd64 0.7-4+deb10u1
2022-12-14 22:12:13 install libcups2:amd64 <none> 2.2.10-6+deb10u6
2022-12-14 22:12:13 status half-installed libcups2:amd64 2.2.10-6+deb10u6
2022-12-14 22:12:13 status unpacked libcups2:amd64 2.2.10-6+deb10u6
2022-12-14 22:12:13 install libcupsimage2:amd64 <none> 2.2.10-6+deb10u6
2022-12-14 22:12:13 status half-installed libcupsimage2:amd64 2.2.10-6+deb10u6
2022-12-14 22:12:14 status unpacked libcupsimage2:amd64 2.2.10-6+deb10u6
2022-12-14 22:12:14 install libijs-0.35:amd64 <none> 0.35-14
2022-12-14 22:12:14 status half-installed libijs-0.35:amd64 0.35-14
2022-12-14 22:12:14 status unpacked libijs-0.35:amd64 0.35-14
2022-12-14 22:12:14 install libjbig2dec0:amd64 <none> 0.16-1+deb10u1
2022-12-14 22:12:14 status half-installed libjbig2dec0:amd64 0.16-1+deb10u1
2022-12-14 22:12:14 status unpacked libjbig2dec0:amd64 0.16-1+deb10u1
2022-12-14 22:12:15 install libpaper1:amd64 <none> 1.1.28
2022-12-14 22:12:15 status half-installed libpaper1:amd64 1.1.28
2022-12-14 22:12:15 status unpacked libpaper1:amd64 1.1.28
2022-12-14 22:12:15 install libgs9:amd64 <none> 9.27~dfsg-2+deb10u6
2022-12-14 22:12:15 status half-installed libgs9:amd64 9.27~dfsg-2+deb10u6
2022-12-14 22:12:17 status unpacked libgs9:amd64 9.27~dfsg-2+deb10u6
2022-12-14 22:12:18 install ghostscript:amd64 <none> 9.27~dfsg-2+deb10u6
2022-12-14 22:12:18 status half-installed ghostscript:amd64 9.27~dfsg-2+deb10u6
2022-12-14 22:12:19 status unpacked ghostscript:amd64 9.27~dfsg-2+deb10u6
2022-12-14 22:12:19 install gsfonts:all <none> 1:8.11+urwcyr1.0.7~pre44-4.4
2022-12-14 22:12:19 status half-installed gsfonts:all 1:8.11+urwcyr1.0.7~pre44-4.4
2022-12-14 22:12:22 status unpacked gsfonts:all 1:8.11+urwcyr1.0.7~pre44-4.4
2022-12-14 22:12:22 install libsasl2-modules-db:amd64 <none> 2.1.27+dfsg-1+deb10u2
2022-12-14 22:12:22 status half-installed libsasl2-modules-db:amd64 2.1.27+dfsg-1+deb10u2
2022-12-14 22:12:22 status unpacked libsasl2-modules-db:amd64 2.1.27+dfsg-1+deb10u2
2022-12-14 22:12:23 install libsasl2-2:amd64 <none> 2.1.27+dfsg-1+deb10u2
2022-12-14 22:12:23 status half-installed libsasl2-2:amd64 2.1.27+dfsg-1+deb10u2
2022-12-14 22:12:23 status unpacked libsasl2-2:amd64 2.1.27+dfsg-1+deb10u2
2022-12-14 22:12:23 install libldap-common:all <none> 2.4.47+dfsg-3+deb10u7
2022-12-14 22:12:23 status half-installed libldap-common:all 2.4.47+dfsg-3+deb10u7
2022-12-14 22:12:23 status unpacked libldap-common:all 2.4.47+dfsg-3+deb10u7
2022-12-14 22:12:23 install libldap-2.4-2:amd64 <none> 2.4.47+dfsg-3+deb10u7
2022-12-14 22:12:23 status half-installed libldap-2.4-2:amd64 2.4.47+dfsg-3+deb10u7
2022-12-14 22:12:24 status unpacked libldap-2.4-2:amd64 2.4.47+dfsg-3+deb10u7
2022-12-14 22:12:24 install libcupsfilters1:amd64 <none> 1.21.6-5
2022-12-14 22:12:24 status half-installed libcupsfilters1:amd64 1.21.6-5
2022-12-14 22:12:24 status unpacked libcupsfilters1:amd64 1.21.6-5
2022-12-14 22:12:24 install libglib2.0-data:all <none> 2.58.3-2+deb10u4
2022-12-14 22:12:24 status half-installed libglib2.0-data:all 2.58.3-2+deb10u4
2022-12-14 22:12:30 status unpacked libglib2.0-data:all 2.58.3-2+deb10u4
2022-12-14 22:12:30 install libpaper-utils:amd64 <none> 1.1.28
2022-12-14 22:12:30 status half-installed libpaper-utils:amd64 1.1.28
2022-12-14 22:12:36 status unpacked libpaper-utils:amd64 1.1.28
2022-12-14 22:12:37 install libsasl2-modules:amd64 <none> 2.1.27+dfsg-1+deb10u2
2022-12-14 22:12:37 status half-installed libsasl2-modules:amd64 2.1.27+dfsg-1+deb10u2
2022-12-14 22:12:37 status unpacked libsasl2-modules:amd64 2.1.27+dfsg-1+deb10u2
2022-12-14 22:12:38 install neofetch:all <none> 6.0.0-2
2022-12-14 22:12:38 status half-installed neofetch:all 6.0.0-2
2022-12-14 22:12:38 status unpacked neofetch:all 6.0.0-2
2022-12-14 22:12:38 install shared-mime-info:amd64 <none> 1.10-1
2022-12-14 22:12:38 status half-installed shared-mime-info:amd64 1.10-1
2022-12-14 22:12:44 status unpacked shared-mime-info:amd64 1.10-1
2022-12-14 22:12:45 install xdg-user-dirs:amd64 <none> 0.17-2
2022-12-14 22:12:45 status half-installed xdg-user-dirs:amd64 0.17-2
2022-12-14 22:12:49 status unpacked xdg-user-dirs:amd64 0.17-2
2022-12-14 22:12:50 startup packages configure
2022-12-14 22:12:50 configure libgs9-common:all 9.27~dfsg-2+deb10u6 <none>
2022-12-14 22:12:50 status unpacked libgs9-common:all 9.27~dfsg-2+deb10u6
2022-12-14 22:12:50 status half-configured libgs9-common:all 9.27~dfsg-2+deb10u6
2022-12-14 22:12:50 status installed libgs9-common:all 9.27~dfsg-2+deb10u6
2022-12-14 22:12:50 configure liblcms2-2:amd64 2.9-3 <none>
2022-12-14 22:12:50 status unpacked liblcms2-2:amd64 2.9-3
2022-12-14 22:12:50 status half-configured liblcms2-2:amd64 2.9-3
2022-12-14 22:12:50 status installed liblcms2-2:amd64 2.9-3
2022-12-14 22:12:50 configure imagemagick-6-common:all 8:6.9.10.23+dfsg-2.1+deb10u1 <none>
2022-12-14 22:12:50 status unpacked imagemagick-6-common:all 8:6.9.10.23+dfsg-2.1+deb10u1
2022-12-14 22:12:50 status half-configured imagemagick-6-common:all 8:6.9.10.23+dfsg-2.1+deb10u1
2022-12-14 22:12:50 status installed imagemagick-6-common:all 8:6.9.10.23+dfsg-2.1+deb10u1
2022-12-14 22:12:50 configure fonts-noto-mono:all 20181227-1 <none>
2022-12-14 22:12:50 status unpacked fonts-noto-mono:all 20181227-1
2022-12-14 22:12:50 status half-configured fonts-noto-mono:all 20181227-1
2022-12-14 22:12:50 status installed fonts-noto-mono:all 20181227-1
2022-12-14 22:12:50 configure xdg-user-dirs:amd64 0.17-2 <none>
2022-12-14 22:12:50 status unpacked xdg-user-dirs:amd64 0.17-2
2022-12-14 22:12:50 status half-configured xdg-user-dirs:amd64 0.17-2
